15,12
ARI(HOME) vs. SEA(AWAY)
0.322,0.35,-0.2,0.7648,0.185,0.2116,0.372,0.288,0,0.8241,0.2616,0.1566
JAC(HOME) vs. SD(AWAY)
0.27,0.384,0.1,0.7278,0.1166,0.33,0.397,0.382,0.1,0.9605,0.24,0.23
DET(HOME) vs. CIN(AWAY)
0.378,0.393,0.1,0.8355,0.27,0.2333,0.355,0.317,0,0.8551,0.2016,0.185
MIA(HOME) vs. BUF(AWAY)
0.316,0.393,0.2,0.8344,0.228,0.234,0.344,0.395,0,0.7328,0.2266,0.2616
ATL(HOME) vs. TB(AWAY)
0.391,0.372,-0.1,0.8897,0.244,0.268,0.29,0.35,0,0.6597,0.128,0.202
NYJ(HOME) vs. NE(AWAY)
0.336,0.303,-0.2,0.8081,0.1733,0.225,0.348,0.347,0.1,0.745,0.2083,0.1616
PHI(HOME) vs. DAL(AWAY)
0.45,0.42,0,0.8391,0.2766,0.2983,0.349,0.413,0.1,0.8973,0.305,0.2533
WAS(HOME) vs. CHI(AWAY)
0.399,0.395,-0.1,0.7692,0.214,0.286,0.369,0.373,0.3,0.8629,0.2866,0.2683
CAR(HOME) vs. STL(AWAY)
0.334,0.299,0.2,0.819,0.218,0.136,0.295,0.388,0.4,0.7665,0.235,0.2566
TEN(HOME) vs. SF(AWAY)
0.302,0.335,0,0.7634,0.2133,0.1916,0.332,0.319,0.2,0.7783,0.2416,0.1966
GB(HOME) vs. CLE(AWAY)
0.45,0.371,-0.1,0.8885,0.274,0.228,0.33,0.312,-0.1,0.7504,0.1966,0.2083
KC(HOME) vs. HOU(AWAY)
0.326,0.306,0.2,0.7415,0.2533,0.1083,0.395,0.252,-0.4,0.8108,0.1766,0.295
PIT(HOME) vs. BAL(AWAY)
0.338,0.31,0.2,0.8593,0.176,0.232,0.335,0.352,0.1,0.7947,0.2233,0.215
IND(HOME) vs. DEN(AWAY)
0.346,0.337,-0.1,0.8311,0.2466,0.1633,0.476,0.407,-0.1,1.0138,0.4416,0.2633
NYG(HOME) vs. MIN(AWAY)
0.34,0.391,-0.3,0.76,0.1716,0.3483,0.338,0.418,-0.2,0.7984,0.25,0.316
